nombre,apellidos,correo,aerolinea,origen,"destino final",escalas,"fecha y hora salida","fecha y hora llegada",equipaje,asiento,"fecha reserva",precio_final,pago
Britte,"Wandrey Myrie",bmyrier@feedburner.com,LATAM,UIO,EZE,"2 escalas","2023-02-12 14:27:52","2023-02-20 13:39:23",basico+carry_on+extragrande,Aleatorio,2022-12-08,549,"tarjeta de credito"
Malynda,"Gallety Trump",mtrump7@live.com,Easyfly,EZE,GRU,"sin escalas","2023-03-28 01:49:46","2023-03-21 09:53:23",basico+carry_on+extragrande,Aleatorio,2022-12-08,878,"tarjeta debito"
Daphene,"Neylon Pauwel",dpauweld@smugmug.com,GOL,UIO,UIO,"2 escalas","2023-03-13 08:29:31","2023-03-17 18:38:49",basico+carry_on+extragrande,Aleatorio,2022-12-08,769,"tarjeta debito"
Alphonse,"Dowyer De Angelis",adeangelis1i@sfgate.com,LATAM,SCL,GRU,"2 escalas","2023-03-02 17:26:48","2023-03-19 02:08:18",basico+carry_on+extragrande,Aleatorio,2022-12-08,764,"tarjeta de credito"
Bentley,"Allden Bushrod",bbushrody@woothemes.com,JetSmart,GRU,VVI,"3 escalas","2023-03-05 21:20:04","2023-03-28 14:37:14",basico+carry_on+extragrande,Aleatorio,2022-12-08,345,"tarjeta debito"
Alphonse,"Dowyer De Angelis",adeangelis1i@sfgate.com,LATAM,UIO,LIM,"sin escalas","2023-03-01 21:23:10","2023-03-30 13:40:41",basico+carry_on+extragrande,Aleatorio,2022-12-08,522,"tarjeta debito"
Patricio,"Vitale Hoyos",vitale.p@gmail.com,GOL,UIO,VVI,"sin escalas","2023-03-24 13:53:17","2023-03-29 03:55:00",basico+carry_on+extragrande,Aleatorio,2022-12-08,881,"tarjeta debito"
Dedie,"Trahar McJury",dmcjuryu@umich.edu,LATAM,EZE,VVI,"3 escalas","2023-03-17 01:33:47","2023-03-21 06:35:52",basico+carry_on+extragrande,Aleatorio,2022-12-08,400,paypal
Paula,"Paulos Chirinos",m.paul.34@gmail.com,"SKY Airline",SCL,UIO,"1 escala","2023-01-14 07:18:51","2023-01-06 01:08:14",basico,Aleatorio,2022-12-06,400,"tarjeta de credito"
Cherin,"Flowers Nussey",cnussey5@blogspot.com,GOL,EZE,BOG,"1 escala","2023-01-25 10:13:41","2023-01-03 04:39:50",basico,Aleatorio,2022-12-06,541,"tarjeta debito"
Niel,"Scotter Rohlf",nrohlf1g@elegantthemes.com,"SKY Airline",EZE,VVI,"1 escala","2023-01-16 05:52:33","2023-01-22 12:06:32",basico,Aleatorio,2022-12-06,320,"tarjeta debito"
Lindsay,"Molden Domico",ldomico3@indiegogo.com,JetSmart,VVI,SCL,"3 escalas","2023-01-10 01:46:09","2023-01-25 21:41:29",basico,Aleatorio,2022-12-06,437,"tarjeta de credito"
Penn,"Palser Cudmore",pcudmorex@sogou.com,LATAM,GRU,EZE,"1 escala","2023-03-04 02:13:19","2023-03-02 13:36:37",basico,Aleatorio,2022-12-06,388,"tarjeta de credito"
Bethany,"Brixey Basford",bbasford0@nyu.edu,GOL,LIM,LIM,"2 escalas","2023-03-21 01:24:02","2023-03-03 02:35:17",basico,Aleatorio,2022-12-06,640,"tarjeta de credito"
Katherine,"Romero Soto",kath.r.18@hotmail.com,"SKY Airline",GRU,VVI,"sin escalas","2023-03-05 10:38:44","2023-03-05 15:01:06",basico,Aleatorio,2022-12-06,416,"tarjeta de credito"
Malynda,"Gallety Trump",mtrump7@live.com,LATAM,UIO,UIO,"sin escalas","2023-03-19 19:49:42","2023-03-25 03:15:15",basico,Aleatorio,2022-12-06,300,"tarjeta de credito"
Francklyn,"McEvilly Jantzen",fjantzenn@mysql.com,JetSmart,LIM,LIM,"3 escalas","2023-01-21 15:41:43","2023-01-28 08:50:58",posterior+mano,Posterior,2022-12-06,826,"tarjeta debito"
Camila,"Alvarez Cueva",camila_24@hotmail.com,LATAM,VVI,LIM,"3 escalas","2023-01-28 15:43:46","2023-01-17 07:30:11",posterior+mano,Posterior,2022-12-06,801,"tarjeta de credito"
Haze,"Bedells Flaune",hflaune1h@japanpost.jp,LATAM,LIM,VVI,"3 escalas","2023-01-07 18:00:24","2023-01-15 23:45:42",posterior+mano,Posterior,2022-12-06,701,"tarjeta de credito"
Alphonse,"Dowyer De Angelis",adeangelis1i@sfgate.com,"SKY Airline",LIM,SCL,"3 escalas","2023-01-23 18:59:05","2023-01-07 00:23:49",posterior+mano,Posterior,2022-12-06,318,"tarjeta de credito"
Steffane,"Nuemann Stoltz",sstoltz1k@patch.com,JetSmart,LIM,LIM,"2 escalas","2023-01-25 08:39:58","2023-01-14 10:19:59",posterior+mano,Posterior,2022-12-06,725,"tarjeta de credito"
Patricio,"Vitale Hoyos",vitale.p@gmail.com,GOL,VVI,SCL,"3 escalas","2023-01-12 18:35:08","2023-01-10 19:02:14",posterior+mano,Posterior,2022-12-06,461,"tarjeta debito"
Karly,"Renac Gormally",kgormally1n@mapquest.com,LATAM,LIM,LIM,"3 escalas","2023-01-04 18:51:35","2023-01-01 17:24:10",posterior+mano,Posterior,2022-12-06,403,"tarjeta de credito"
Hallsy,"Lingley Scudamore",hscudamore1c@cbsnews.com,"SKY Airline",EZE,GRU,"sin escalas","2023-02-14 20:14:08","2023-02-11 15:16:15",posterior+mano,Posterior,2022-12-06,306,"tarjeta debito"
Keelia,"Bellworthy Mushart",kmushart15@digg.com,Easyfly,EZE,VVI,"sin escalas","2023-02-01 01:21:15","2023-02-09 17:30:39",posterior+mano,Posterior,2022-12-06,541,"tarjeta de credito"
Cullan,"Mauger Ubsdell",cubsdell2@omniture.com,JetSmart,LIM,BOG,"sin escalas","2023-02-13 07:46:06","2023-02-25 23:57:07",posterior+mano,Posterior,2022-12-06,562,"tarjeta de credito"
Margery,"Frammingham Kosel",mkosel6@skype.com,GOL,UIO,GRU,"3 escalas","2023-02-12 01:19:50","2023-02-18 17:05:43",posterior+mano,Posterior,2022-12-06,594,"tarjeta de credito"
Olive,"Dallimare Chugg",ochugg12@prweb.com,GOL,EZE,BOG,"1 escala","2023-02-09 06:13:00","2023-02-21 22:07:33",posterior+mano,Posterior,2022-12-06,535,"tarjeta debito"
Stanford,"Fateley Wogdon",swogdonm@abc.net.au,Easyfly,SCL,EZE,"1 escala","2023-03-15 11:00:32","2023-03-04 09:54:10",posterior+mano,Posterior,2022-12-06,382,"tarjeta de credito"
Elizabet,"Hackwell Hyatt",ehyatt14@diigo.com,LATAM,UIO,LIM,"3 escalas","2023-03-15 21:11:49","2023-03-17 00:13:16",posterior+mano,Posterior,2022-12-06,362,paypal
Bentley,"Allden Bushrod",bbushrody@woothemes.com,GOL,SCL,GRU,"1 escala","2023-03-09 10:40:32","2023-03-27 12:02:00",posterior+mano,Posterior,2022-12-06,739,paypal
Josiah,"Buckam Bedder",jbedderg@php.net,"SKY Airline",VVI,GRU,"1 escala","2023-03-15 06:58:15","2023-03-09 05:00:01",posterior+mano,Posterior,2022-12-06,609,"tarjeta debito"
Lois,"Blaxley Maleney",lmaleney1j@wordpress.com,Easyfly,UIO,EZE,"3 escalas","2023-03-09 23:10:25","2023-03-09 02:53:58",posterior+mano,Posterior,2022-12-06,394,"tarjeta debito"
Manda,"Crumbie Paudin",mpaudinq@imdb.com,"SKY Airline",GRU,UIO,"2 escalas","2023-03-04 21:15:20","2023-03-22 02:54:34",posterior+mano,Posterior,2022-12-06,652,"tarjeta debito"
Malynda,"Gallety Trump",mtrump7@live.com,Easyfly,GRU,LIM,"sin escalas","2023-03-28 16:19:38","2023-03-01 12:49:51",posterior+mano,Posterior,2022-12-06,756,"tarjeta de credito"
Margery,"Frammingham Kosel",mkosel6@skype.com,JetSmart,BOG,GRU,"2 escalas","2023-03-22 07:42:34","2023-03-19 19:47:21",posterior+mano,Posterior,2022-12-06,690,"tarjeta debito"
Josiah,"Buckam Bedder",jbedderg@php.net,GOL,GRU,LIM,"sin escalas","2023-02-15 05:34:18","2023-02-15 16:17:51",basico+carry_on,Aleatorio,2022-12-06,309,paypal
Stanford,"Fateley Wogdon",swogdonm@abc.net.au,"SKY Airline",VVI,LIM,"1 escala","2023-02-15 09:28:20","2023-02-19 22:51:05",basico+carry_on,Aleatorio,2022-12-06,583,"tarjeta de credito"
Hortensia,"Breache Isham",hisham1m@t.co,LATAM,UIO,BOG,"sin escalas","2023-03-20 23:21:57","2023-03-28 01:40:54",basico+carry_on,Aleatorio,2022-12-06,852,"tarjeta de credito"
Keelia,"Bellworthy Mushart",kmushart15@digg.com,Easyfly,EZE,GRU,"2 escalas","2023-03-11 05:57:51","2023-03-18 02:20:04",basico+carry_on,Aleatorio,2022-12-06,629,"tarjeta debito"
Dimitri,"Guille Arter",darteri@europa.eu,LATAM,UIO,BOG,"sin escalas","2023-03-15 05:14:55","2023-03-21 15:56:48",basico+carry_on,Aleatorio,2022-12-06,364,"tarjeta de credito"
Lauren,"Westnedge L'Hommeau",llhommeaub@rambler.ru,Easyfly,GRU,VVI,"sin escalas","2023-03-01 13:41:13","2023-03-07 04:57:48",basico+carry_on,Aleatorio,2022-12-06,587,"tarjeta de credito"
Paula,"Paulos Chirinos",m.paul.34@gmail.com,LATAM,LIM,SCL,"2 escalas","2023-03-01 03:16:25","2023-03-08 09:01:31",basico+carry_on,Aleatorio,2022-12-06,278,paypal
Stanford,"Fateley Wogdon",swogdonm@abc.net.au,LATAM,GRU,SCL,"sin escalas","2023-03-26 21:36:47","2023-03-11 01:43:38",basico+carry_on,Aleatorio,2022-12-06,740,"tarjeta de credito"
Haze,"Bedells Flaune",hflaune1h@japanpost.jp,GOL,BOG,SCL,"2 escalas","2023-01-26 04:18:13","2023-01-17 03:57:48",basico+carry_on+grande,Aleatorio,2022-12-06,626,"tarjeta de credito"
Niel,"Scotter Rohlf",nrohlf1g@elegantthemes.com,LATAM,LIM,VVI,"1 escala","2023-01-05 11:55:49","2023-01-13 21:58:35",basico+carry_on+grande,Aleatorio,2022-12-06,784,"tarjeta de credito"
Stanford,"Fateley Wogdon",swogdonm@abc.net.au,GOL,EZE,LIM,"1 escala","2023-01-10 05:53:53","2023-01-19 11:39:01",basico+carry_on+grande,Aleatorio,2022-12-06,766,"tarjeta de credito"
Dimitri,"Guille Arter",darteri@europa.eu,LATAM,EZE,LIM,"3 escalas","2023-01-23 12:53:45","2023-01-20 04:55:57",basico+carry_on+grande,Aleatorio,2022-12-06,602,paypal
Dimitri,"Guille Arter",darteri@europa.eu,GOL,EZE,SCL,"sin escalas","2023-02-18 19:15:03","2023-02-27 09:49:09",basico+carry_on+grande,Aleatorio,2022-12-06,805,paypal
Lois,"Blaxley Maleney",lmaleney1j@wordpress.com,"SKY Airline",SCL,UIO,"3 escalas","2023-02-23 14:37:41","2023-02-26 09:00:59",basico+carry_on+grande,Aleatorio,2022-12-06,651,"tarjeta de credito"
Bel,"Spalding Mantram",bmantram13@i2i.jp,"SKY Airline",EZE,VVI,"sin escalas","2023-03-23 19:32:46","2023-03-18 23:07:35",basico+carry_on+grande,Aleatorio,2022-12-06,712,"tarjeta debito"
Mart,"Scruby Orrocks",morrockse@ameblo.jp,Easyfly,SCL,VVI,"2 escalas","2023-03-27 13:07:35","2023-03-09 21:47:03",basico+carry_on+grande,Aleatorio,2022-12-06,696,"tarjeta debito"
Mariana,"Hoyos Saavedra",marianita@gmail.com,"SKY Airline",BOG,SCL,"1 escala","2023-03-24 15:44:43","2023-03-11 02:53:33",basico+carry_on+grande,Aleatorio,2022-12-06,696,"tarjeta debito"
Radcliffe,"Millar Bearward",rbearwardw@mashable.com,LATAM,UIO,SCL,"2 escalas","2023-01-09 07:36:30","2023-01-05 20:38:50",basico+carry_on+extragrande,Aleatorio,2022-12-06,912,"tarjeta de credito"
Hershel,"Rosewall Murrish",hmurrish1@shop-pro.jp,GOL,VVI,VVI,"2 escalas","2023-01-07 00:00:53","2023-01-02 19:57:08",basico+carry_on+extragrande,Aleatorio,2022-12-06,501,"tarjeta de credito"
Tully,"Mishaw Scargill",tscargill1a@tinyurl.com,GOL,LIM,BOG,"2 escalas","2023-01-08 02:32:04","2023-01-29 10:08:37",basico+carry_on+extragrande,Aleatorio,2022-12-06,398,"tarjeta de credito"
Rowen,"Beauchamp Farquhar",rfarquhars@usnews.com,"SKY Airline",UIO,SCL,"3 escalas","2023-01-12 06:42:35","2023-01-17 01:56:07",basico+carry_on+extragrande,Aleatorio,2022-12-06,429,"tarjeta debito"
Tully,"Mishaw Scargill",tscargill1a@tinyurl.com,Easyfly,EZE,SCL,"2 escalas","2023-02-23 14:40:03","2023-02-08 16:17:52",basico+carry_on+extragrande,Aleatorio,2022-12-06,958,"tarjeta debito"
Nessie,"Minshall Flounders",nflounders1d@indiatimes.com,"SKY Airline",SCL,VVI,"1 escala","2023-02-01 16:46:42","2023-02-25 20:35:16",basico+carry_on+extragrande,Aleatorio,2022-12-06,619,"tarjeta de credito"
Fernanda,"Masias Rosinelli",f.masias@hotmail.com,Easyfly,EZE,SCL,"2 escalas","2023-03-12 12:54:56","2023-03-17 16:28:38",basico+carry_on+extragrande,Aleatorio,2022-12-06,895,"tarjeta de credito"
Bentley,"Allden Bushrod",bbushrody@woothemes.com,GOL,GRU,SCL,"3 escalas","2023-03-03 21:05:02","2023-03-28 08:24:15",basico+carry_on+extragrande,Aleatorio,2022-12-06,597,paypal
Channa,"Durban Whyard",cwhyard1e@timesonline.co.uk,Easyfly,LIM,VVI,"3 escalas","2023-03-18 11:44:06","2023-03-09 08:12:49",basico+carry_on+extragrande,Aleatorio,2022-12-06,611,"tarjeta de credito"
Anderea,"Dawes Primarolo",aprimarolol@weibo.com,LATAM,BOG,BOG,"2 escalas","2023-03-12 15:51:45","2023-03-05 11:03:19",basico+carry_on+extragrande,Aleatorio,2022-12-06,671,paypal
Steffane,"Nuemann Stoltz",sstoltz1k@patch.com,"SKY Airline",VVI,SCL,"2 escalas","2023-01-14 20:32:01","2023-01-26 02:17:58",basico,Aleatorio,2022-12-05,247,"tarjeta de credito"
Cherin,"Flowers Nussey",cnussey5@blogspot.com,JetSmart,SCL,LIM,"2 escalas","2023-01-09 14:07:18","2023-01-20 06:17:58",basico,Aleatorio,2022-12-05,232,"tarjeta de credito"
Alphonse,"Dowyer De Angelis",adeangelis1i@sfgate.com,LATAM,LIM,BOG,"3 escalas","2023-01-30 22:28:04","2023-01-09 14:07:20",basico,Aleatorio,2022-12-05,716,"tarjeta de credito"
Mauricio,"Quintero Diaz",q.m.1987@hotmail.com,Easyfly,SCL,UIO,"3 escalas","2023-02-07 11:06:37","2023-02-27 02:33:48",basico,Aleatorio,2022-12-05,314,"tarjeta debito"
Fernando,"Martinez Rodriguez",f.martinez@hotmail.com,"SKY Airline",VVI,GRU,"sin escalas","2023-02-21 01:20:14","2023-02-06 18:14:48",basico,Aleatorio,2022-12-05,769,"tarjeta debito"
Niel,"Scotter Rohlf",nrohlf1g@elegantthemes.com,GOL,UIO,EZE,"2 escalas","2023-02-22 21:22:48","2023-02-20 19:31:24",basico,Aleatorio,2022-12-05,661,paypal
Elizabet,"Hackwell Hyatt",ehyatt14@diigo.com,Easyfly,BOG,SCL,"2 escalas","2023-02-21 11:23:58","2023-02-01 01:06:38",basico,Aleatorio,2022-12-05,397,paypal
Emmey,"Pryell Tewkesbury",etewkesburyt@cornell.edu,"SKY Airline",GRU,LIM,"2 escalas","2023-03-28 18:43:40","2023-03-10 03:43:29",basico,Aleatorio,2022-12-05,432,paypal
Felipe,"Guerrero Perez",guerrero.265@hotmail.com,Easyfly,SCL,UIO,"sin escalas","2023-03-02 00:07:21","2023-03-20 12:58:38",basico,Aleatorio,2022-12-05,571,"tarjeta de credito"
Brnaba,"Beckinsale Marchant",bmarchant4@altervista.org,Easyfly,SCL,BOG,"sin escalas","2023-03-20 03:51:19","2023-03-27 05:49:37",basico,Aleatorio,2022-12-05,666,"tarjeta de credito"
Niel,"Scotter Rohlf",nrohlf1g@elegantthemes.com,LATAM,UIO,UIO,"sin escalas","2023-03-19 03:26:07","2023-03-13 06:40:28",basico,Aleatorio,2022-12-05,278,"tarjeta de credito"
Lois,"Blaxley Maleney",lmaleney1j@wordpress.com,GOL,VVI,EZE,"1 escala","2023-03-30 02:03:53","2023-03-23 15:53:36",basico,Aleatorio,2022-12-05,221,"tarjeta de credito"
Haze,"Bedells Flaune",hflaune1h@japanpost.jp,GOL,UIO,LIM,"2 escalas","2023-03-09 18:32:50","2023-03-21 14:58:57",basico,Aleatorio,2022-12-05,808,"tarjeta debito"
Karly,"Renac Gormally",kgormally1n@mapquest.com,LATAM,SCL,SCL,"2 escalas","2023-03-11 22:56:28","2023-03-07 13:42:53",basico,Aleatorio,2022-12-05,596,"tarjeta debito"
Fernando,"Martinez Rodriguez",f.martinez@hotmail.com,JetSmart,UIO,EZE,"2 escalas","2023-01-01 22:41:38","2023-01-04 12:16:12",posterior+mano,Posterior,2022-12-05,398,"tarjeta debito"
Andres,"Quintero Roca",andres_69@gmail.com,GOL,UIO,VVI,"1 escala","2023-01-04 06:59:33","2023-01-25 16:15:20",posterior+mano,Posterior,2022-12-05,606,"tarjeta debito"
Lois,"Blaxley Maleney",lmaleney1j@wordpress.com,GOL,BOG,UIO,"sin escalas","2023-01-05 04:57:28","2023-01-22 06:48:20",posterior+mano,Posterior,2022-12-05,726,"tarjeta de credito"
Ardelis,"Joost Jelf",ajelf8@prlog.org,Easyfly,GRU,LIM,"3 escalas","2023-01-06 01:51:24","2023-01-28 01:48:24",posterior+mano,Posterior,2022-12-05,630,"tarjeta debito"
Hershel,"Rosewall Murrish",hmurrish1@shop-pro.jp,"SKY Airline",EZE,GRU,"2 escalas","2023-01-14 12:38:15","2023-01-11 07:29:59",posterior+mano,Posterior,2022-12-05,807,"tarjeta debito"
Paula,"Paulos Chirinos",m.paul.34@gmail.com,"SKY Airline",GRU,EZE,"3 escalas","2023-01-25 19:02:08","2023-01-07 13:15:01",posterior+mano,Posterior,2022-12-05,388,"tarjeta debito"
Godfry,"Lyle Strathe",gstrathe16@amazon.com,LATAM,LIM,LIM,"1 escala","2023-02-27 08:41:20","2023-02-18 17:00:20",posterior+mano,Posterior,2022-12-05,802,"tarjeta de credito"
Rowen,"Beauchamp Farquhar",rfarquhars@usnews.com,GOL,EZE,GRU,"1 escala","2023-02-14 20:50:27","2023-02-11 23:09:44",posterior+mano,Posterior,2022-12-05,656,"tarjeta de credito"
Rorie,"Bowdon Wibberley",rwibberleyv@reverbnation.com,LATAM,GRU,GRU,"2 escalas","2023-02-16 22:32:22","2023-02-14 12:05:30",posterior+mano,Posterior,2022-12-05,799,"tarjeta de credito"
Stanford,"Fateley Wogdon",swogdonm@abc.net.au,GOL,BOG,SCL,"1 escala","2023-02-26 14:36:10","2023-02-26 06:16:27",posterior+mano,Posterior,2022-12-05,337,"tarjeta debito"
Lindsay,"Molden Domico",ldomico3@indiegogo.com,"SKY Airline",BOG,GRU,"3 escalas","2023-03-02 11:09:29","2023-03-10 09:58:13",posterior+mano,Posterior,2022-12-05,319,"tarjeta debito"
Mart,"Scruby Orrocks",morrockse@ameblo.jp,Easyfly,EZE,LIM,"sin escalas","2023-03-05 01:48:03","2023-03-07 21:37:46",posterior+mano,Posterior,2022-12-05,246,"tarjeta debito"
Lindsay,"Molden Domico",ldomico3@indiegogo.com,LATAM,GRU,BOG,"2 escalas","2023-03-27 03:03:07","2023-03-06 12:14:35",posterior+mano,Posterior,2022-12-05,326,"tarjeta debito"
Bentley,"Allden Bushrod",bbushrody@woothemes.com,"SKY Airline",LIM,BOG,"1 escala","2023-03-18 00:36:56","2023-03-09 12:11:30",posterior+mano,Posterior,2022-12-05,358,"tarjeta debito"
Cullan,"Mauger Ubsdell",cubsdell2@omniture.com,"SKY Airline",GRU,VVI,"sin escalas","2023-01-28 07:26:54","2023-01-13 20:32:10",basico+carry_on,Aleatorio,2022-12-05,752,paypal
Cherin,"Flowers Nussey",cnussey5@blogspot.com,"SKY Airline",GRU,GRU,"1 escala","2023-01-21 05:14:52","2023-01-26 06:50:58",basico+carry_on,Aleatorio,2022-12-05,615,paypal
Olive,"Dallimare Chugg",ochugg12@prweb.com,GOL,BOG,VVI,"3 escalas","2023-01-22 10:24:06","2023-01-28 21:33:24",basico+carry_on,Aleatorio,2022-12-05,741,"tarjeta de credito"
Luce,"Packman Largen",llargen11@jimdo.com,GOL,SCL,EZE,"1 escala","2023-02-12 06:18:52","2023-02-09 13:13:13",basico+carry_on,Aleatorio,2022-12-05,340,"tarjeta debito"
Rory,"Antoniottii Morforth",rmorforth17@sakura.ne.jp,LATAM,GRU,LIM,"2 escalas","2023-02-15 03:09:06","2023-02-08 17:12:02",basico+carry_on,Aleatorio,2022-12-05,421,"tarjeta debito"
Cullan,"Mauger Ubsdell",cubsdell2@omniture.com,JetSmart,VVI,LIM,"sin escalas","2023-02-16 17:26:23","2023-02-07 14:56:05",basico+carry_on,Aleatorio,2022-12-05,340,"tarjeta debito"
Dena,"Lamy Duffer",dduffer9@typepad.com,LATAM,UIO,BOG,"3 escalas","2023-03-22 16:19:23","2023-03-02 20:49:00",basico+carry_on,Aleatorio,2022-12-05,794,"tarjeta de credito"
Sterne,"Yakushkev Mossbee",smossbee1b@ovh.net,LATAM,GRU,VVI,"3 escalas","2023-03-23 05:42:46","2023-03-23 18:34:26",basico+carry_on,Aleatorio,2022-12-05,638,"tarjeta de credito"
Channa,"Durban Whyard",cwhyard1e@timesonline.co.uk,GOL,GRU,GRU,"2 escalas","2023-03-08 19:27:13","2023-03-17 11:30:54",basico+carry_on,Aleatorio,2022-12-05,626,"tarjeta debito"
Francklyn,"McEvilly Jantzen",fjantzenn@mysql.com,GOL,EZE,GRU,"1 escala","2023-03-23 02:16:04","2023-03-18 03:45:43",basico+carry_on,Aleatorio,2022-12-05,882,"tarjeta de credito"
Yule,"Bineham Montfort",ymontfort18@odnoklassniki.ru,"SKY Airline",SCL,UIO,"sin escalas","2023-01-26 12:24:22","2023-01-27 23:05:10",basico+carry_on+grande,Aleatorio,2022-12-05,557,paypal
Josiah,"Buckam Bedder",jbedderg@php.net,Easyfly,SCL,VVI,"2 escalas","2023-01-19 09:00:18","2023-01-20 08:13:36",basico+carry_on+grande,Aleatorio,2022-12-05,684,"tarjeta debito"
Stanford,"Fateley Wogdon",swogdonm@abc.net.au,Easyfly,VVI,GRU,"sin escalas","2023-01-22 09:07:57","2023-01-21 21:13:18",basico+carry_on+grande,Aleatorio,2022-12-05,887,"tarjeta de credito"
Hershel,"Rosewall Murrish",hmurrish1@shop-pro.jp,LATAM,VVI,SCL,"sin escalas","2023-02-04 18:28:33","2023-02-11 18:37:16",basico+carry_on+grande,Aleatorio,2022-12-05,937,"tarjeta de credito"
Cullan,"Mauger Ubsdell",cubsdell2@omniture.com,JetSmart,VVI,GRU,"sin escalas","2023-02-07 00:04:22","2023-02-25 14:00:10",basico+carry_on+grande,Aleatorio,2022-12-05,824,"tarjeta de credito"
Keelia,"Bellworthy Mushart",kmushart15@digg.com,GOL,EZE,EZE,"2 escalas","2023-03-20 00:51:44","2023-03-02 04:46:52",basico+carry_on+grande,Aleatorio,2022-12-05,428,"tarjeta debito"
Jerry,"Duffitt Covill",jcovillh@etsy.com,Easyfly,LIM,BOG,"2 escalas","2023-03-08 10:52:15","2023-03-12 22:09:41",basico+carry_on+grande,Aleatorio,2022-12-05,435,"tarjeta de credito"
Tully,"Mishaw Scargill",tscargill1a@tinyurl.com,Easyfly,GRU,EZE,"3 escalas","2023-03-24 08:25:22","2023-03-27 23:45:34",basico+carry_on+grande,Aleatorio,2022-12-05,652,"tarjeta debito"
Francisca,"Carles Oda",foda10@uiuc.edu,Easyfly,LIM,BOG,"sin escalas","2023-03-13 05:50:22","2023-03-03 00:35:59",basico+carry_on+grande,Aleatorio,2022-12-05,521,paypal
Elizabet,"Hackwell Hyatt",ehyatt14@diigo.com,Easyfly,BOG,VVI,"2 escalas","2023-01-04 10:14:10","2023-01-23 16:38:09",basico+carry_on+extragrande,Aleatorio,2022-12-05,928,paypal
Stanford,"Fateley Wogdon",swogdonm@abc.net.au,JetSmart,VVI,GRU,"1 escala","2023-01-27 16:02:36","2023-01-05 06:10:08",basico+carry_on+extragrande,Aleatorio,2022-12-05,596,"tarjeta debito"
Trefor,"Stucksbury Gorgen",tgorgen1f@tinyurl.com,GOL,BOG,LIM,"1 escala","2023-02-05 21:06:25","2023-02-20 20:46:19",basico+carry_on+extragrande,Aleatorio,2022-12-05,712,paypal
Hershel,"Rosewall Murrish",hmurrish1@shop-pro.jp,"SKY Airline",VVI,VVI,"3 escalas","2023-02-24 00:21:41","2023-02-17 00:44:02",basico+carry_on+extragrande,Aleatorio,2022-12-05,445,"tarjeta de credito"
Daniella,"Arrighetti Heard",dheardc@linkedin.com,"SKY Airline",EZE,UIO,"sin escalas","2023-02-21 01:15:13","2023-02-08 10:10:04",basico+carry_on+extragrande,Aleatorio,2022-12-05,777,"tarjeta de credito"
Haze,"Bedells Flaune",hflaune1h@japanpost.jp,Easyfly,VVI,GRU,"sin escalas","2023-02-21 09:06:40","2023-02-17 19:20:19",basico+carry_on+extragrande,Aleatorio,2022-12-05,649,"tarjeta de credito"
Daphene,"Neylon Pauwel",dpauweld@smugmug.com,LATAM,GRU,UIO,"2 escalas","2023-02-20 00:16:31","2023-02-06 18:54:14",basico+carry_on+extragrande,Aleatorio,2022-12-05,716,"tarjeta de credito"
Niel,"Scotter Rohlf",nrohlf1g@elegantthemes.com,JetSmart,GRU,SCL,"3 escalas","2023-03-17 09:30:54","2023-03-10 11:28:03",basico+carry_on+extragrande,Aleatorio,2022-12-05,378,paypal
Francklyn,"McEvilly Jantzen",fjantzenn@mysql.com,JetSmart,GRU,SCL,"1 escala","2023-03-22 03:31:05","2023-03-12 21:21:31",basico+carry_on+extragrande,Aleatorio,2022-12-05,865,"tarjeta debito"
Bethany,"Brixey Basford",bbasford0@nyu.edu,JetSmart,LIM,BOG,"2 escalas","2023-03-09 16:33:54","2023-03-05 10:16:07",basico+carry_on+extragrande,Aleatorio,2022-12-05,434,paypal
Ardelis,"Joost Jelf",ajelf8@prlog.org,GOL,EZE,EZE,"1 escala","2023-03-23 16:55:07","2023-03-29 23:19:23",basico+carry_on+extragrande,Aleatorio,2022-12-05,929,"tarjeta de credito"
Brnaba,"Beckinsale Marchant",bmarchant4@altervista.org,GOL,UIO,LIM,"sin escalas","2023-03-17 14:39:22","2023-03-04 04:43:29",basico+carry_on+extragrande,Aleatorio,2022-12-05,629,"tarjeta de credito"
Olive,"Dallimare Chugg",ochugg12@prweb.com,GOL,EZE,EZE,"3 escalas","2023-03-25 03:00:03","2023-03-22 11:34:33",basico+carry_on+extragrande,Aleatorio,2022-12-05,834,"tarjeta debito"
Niel,"Scotter Rohlf",nrohlf1g@elegantthemes.com,GOL,BOG,SCL,"3 escalas","2023-01-21 09:35:57","2023-01-05 10:03:02",basico,Aleatorio,2022-11-28,801,paypal
Dimitri,"Guille Arter",darteri@europa.eu,LATAM,EZE,SCL,"3 escalas","2023-01-27 04:05:13","2023-01-10 12:34:30",basico,Aleatorio,2022-11-28,351,"tarjeta debito"
Fernando,"Martinez Rodriguez",f.martinez@hotmail.com,"SKY Airline",LIM,LIM,"2 escalas","2023-01-27 05:09:52","2023-01-13 00:10:50",basico,Aleatorio,2022-11-28,653,paypal
Francisca,"Carles Oda",foda10@uiuc.edu,Easyfly,UIO,VVI,"sin escalas","2023-01-10 21:02:40","2023-01-01 19:19:00",basico,Aleatorio,2022-11-28,672,paypal
Emmey,"Pryell Tewkesbury",etewkesburyt@cornell.edu,LATAM,LIM,GRU,"sin escalas","2023-01-26 15:07:51","2023-01-29 02:07:20",basico,Aleatorio,2022-11-28,260,"tarjeta de credito"
